userName,score,at,content,sentimen
Sinta Santika,3,2024-12-30 07:32:08,"Yang terhormat bp ibu Saya yang bernama sinta santika meminta tolong untuk menghapus data pribadi saya di akun easycash ,terima kasih saya tunggu informasi selanjutnya",Positif
Anton MIJ,5,2024-12-30 07:31:03,mudah digunakan,Positif
Mukthar infinix,1,2024-12-30 07:30:40,"parah banget banyak banget belat belitnya Orang sudah jelas2 pinjaman sudah di lunasin dari jauh2 hari, giliran mau ngajuin lg malah dikata gk lolos hahaha kan tolol, Halah aplikasi bobrok Tujuannya mau pinjam malah disuruh undang teman, ini aplikasi pinjaman atau apa sih",Negatif
Sri Handayani,5,2024-12-30 07:26:40,gampang dan mudah prosesnya,Positif
Ramot Siringo ringo,1,2024-12-30 07:22:37,"Essycash brengsek,,,kalian ribuan kali hubungi sy dan membujuk sy utk daftar dan ajukan pinjaman namun setelah sy lakukan Download apk serta mengisi data lalu disuruh ajukan pinjaman setelah itu dikasih 200.000 utk apa uang segitu bgst ??? Dasar pinjol penipu kalian",Negatif
Raina Nurul fahira,5,2024-12-30 07:19:18,oke,Positif
Mohamad Rendi Kurniawan,1,2024-12-30 07:17:53,Pembayaran saya sudah lunas tepat waktu.. Kenapa saat pelunasan terakhir tidak bisa di ajukan kembali malah di tolak.. Tolong lagi butuh,Negatif
cctv gemolongoyi,2,2024-12-30 07:17:26,Ditelpon trs ..tolong dong jangan diteror trs baru jg nginstal,Negatif
Selvi Dyah,5,2024-12-30 07:01:07,mantap,Positif
M yusup Permana,1,2024-12-30 07:00:02,"Gak di acc,",Negatif
abang Tampan,5,2024-12-30 06:52:43,Aneh saya daftar g bisa,Positif
Moulyadi Alfin,3,2024-12-30 06:52:26,Alhamdulillah trmksih easycash,Positif
yos pichar,1,2024-12-30 06:52:17,Payah,Negatif
Semarang Oke,5,2024-12-30 06:41:43,gampang pengajuan anya,Positif
Reza Muhamad Tito,5,2024-12-30 06:27:02,"semoga amanah, dan bermanfaat",Positif
Eko Hernanda,4,2024-12-30 06:15:16,"Pembayaran lancar,,malah ada yg sekalian bayar 2 bulan...tpi kok limit nya turun..",Positif
Ivana Noni,5,2024-12-30 06:04:47,Bagaimana sy bisa kembali ke tampilan awal Sy terklik utk mengundang orang,Positif
Net-thizen Tv,5,2024-12-30 06:04:22,good job,Positif
mulai Chanel,4,2024-12-30 05:59:56,minimal klo bisa pinjam 100 lah,Positif
Aurora Arr,4,2024-12-30 05:52:09,"sebenarnya membantu saat membutuhkan pinjaman,tapi tenor terlalu singkat dan limit awal kecil",Positif
Endro Prayitno,1,2024-12-30 05:52:00,pengajuan tidak bisa ketika akun mau dihapus tidak bisa juga dengan alasan ada pinjaman tida terpaksi 1 rupiah,Negatif
Dewi Sartika,3,2024-12-30 05:46:00,Sudah bayar nggk bisa pinjam lagi limit langsung ngilang,Positif
Pangeran Terakhir,1,2024-12-30 05:44:57,"Pengajuan saya selalu di tolak padahal syarat2 sudah lengkap,tolong di hapus data2 saya.",Negatif
Frejhon 2000,4,2024-12-30 05:43:09,bagus,Positif
Bukron tamamudin,4,2024-12-30 05:41:41,baik,Positif
Mohammad Erfan,5,2024-12-30 05:30:29,Wow,Positif
Buss Tayoo,1,2024-12-30 05:23:46,"Aplikasi bangkeee, segala upaya di lakukan agar limit uang naik, pas sdh 2jt lebih ehh malah error jadi 800rb... Selain itu tiba"" Jadi bnyk nomor"" Penipuan yg ngehubungi nomor kita... Taekk...",Negatif
kurniawan andi saputra,5,2024-12-30 05:23:21,Sangat membantu jika dipergunakan dengan baik,Positif
Yudhi Tasti,1,2024-12-30 05:16:42,Sangat mengecewakan uda diinstal mau pijam mala bilang blm lolos verifikasi katanya,Negatif
Umry Umry,5,2024-12-30 05:12:34,kalau bisa bunga nya di kecilkan lai,Positif
Fajrin Goi,1,2024-12-30 05:10:55,"Gue kasi bintang 1 dlu soalnya punya guee nggk di terimah sudah di ambil KTP aku mala tdk di terimah aku menyesal poto KTP aku bgi tmn""yang mau pinjam lebih baik jangan dehh🙏🏻🙏🏻",Negatif
Mulyono,5,2024-12-30 05:03:15,Ok.,Positif
Ade irpan nursamsi,5,2024-12-30 04:52:04,"terimakasih easycash , sangat membantu untuk keperluan mendadak",Positif
Rufy Pratama,1,2024-12-30 04:43:03,Kenapa penghapusan akun ga bisa ambil foto buat verifikasi??,Negatif
Bariyah,1,2024-12-30 04:28:04,Tidak bisa mengajuhkan pinjaman ke 2x nya,Negatif
Nun Yatna,1,2024-12-30 04:16:45,GX segampang itu,Negatif
Dedy E Suganda,1,2024-12-30 04:13:50,Demandé de saisir telle ou telle donnée pour augmenter la limite. Mais il s’avère que la limite peut baisser à tout moment… et même la limite totale du prêt peut disparaître soudainement. Non recommandé.,Negatif
Gede Bala,5,2024-12-30 04:05:55,good,Positif
tubali,5,2024-12-30 04:00:20,"cocok untuk pijam di saat benar"" membutuhkan🙏🏽",Positif
Ida Bagus Ramadika,1,2024-12-30 03:57:23,Limit kecil tidak sesuai harapan,Negatif
Eko Prayogi,5,2024-12-30 03:57:15,semoga lolos pengajuan,Positif
hasian ricky,1,2024-12-30 03:52:11,"Oi customer service mu nipu,Malah off",Negatif
dea aprilia,5,2024-12-30 03:48:43,sangat berguna,Positif
Uswatun Hasanah,1,2024-12-30 03:39:08,Pinjam aja susahnya,Negatif
niswati baharuddin,1,2024-12-30 03:24:52,"Saya coba daftar tapi tidak di approve ( DATA INVALID), eh malah di kejar suruh bayar pinjaman😅🤭membingungkan.🙃intinya harus ada bukti transaksi kan😅",Negatif
abang gio,1,2024-12-30 03:23:39,Pembayaran telat beberapa hari aja gabisa pinjam lagi,Negatif
eja ranoto,1,2024-12-30 03:18:17,Apk apaan ni pinjam GK prnh mlh minta bayaran,Negatif
Aril Opong,5,2024-12-30 03:10:22,sangat membantu sih,Positif
Azu Zu,5,2024-12-30 03:07:17,sangat bagus bagi yang butuh biayA dadakan,Positif
Ina Maryana,1,2024-12-30 03:01:05,"Pertanggal 30 desember 2024 saya uninstall apk easycash karena , limit sudah dapat 1,2juta tapi pas pengajuan pinjaman di tolak",Negatif
Samsung,1,2024-12-30 02:59:02,Saya susah² isi data² lengkap ech tau nya cma bisa pinjam 100rb Klu 100rb aja gak perlu pake data lengkap pun dapet Sangat butuk,Negatif
The Ratujaya,5,2024-12-30 02:57:03,mudah dan cepat,Positif
Nico Alexs,1,2024-12-30 02:51:56,"Pliss jgn spam telpon terus, gmn cara hapus datanya nih",Negatif
Edi Mardiansyah,1,2024-12-30 02:19:56,"30 Desember 2024 saya hapus aplikasi ini ,,,",Negatif
doris podu,5,2024-12-30 02:17:55,sangat Murah Bunganya,Positif
Rani Aja,1,2024-12-30 02:10:21,Pelunasan di awal tapi tidak bisa pinjam lagi..tidak sesuai iklan.. Bikin kecewa..kapok,Negatif
Jhoni Sandika,1,2024-12-30 02:05:23,Buruukkkk!!!( Semuanya,Negatif
Marny Baemamenteng,5,2024-12-30 02:04:13,mantap,Positif
usman ali,1,2024-12-30 01:53:40,"Sangat mengganggu, tolong data saya di hapus",Negatif
Bandeng Presto88,4,2024-12-30 01:50:46,blm diacc saya kasih bintang dulu,Positif
Dian Sopian,1,2024-12-30 01:49:19,"Hati hati dengan apk ini,,sangat menjebak nasabahnya ,, pembayaran tempo 2 bulan ternyata setelah di ACC pembayaran dalam 1 bulan adalah 2x pembayaran,jadi dalam tempo 2 bulan bisa 4x pembayaran dan telat sehari nerornya udah kelewatan batas...jdi klo gamau dibikin kapok mending gausah download apk ini,dan saya termasuk korbannya ...",Negatif
Sandi Pamungkas,5,2024-12-30 01:32:37,baguss. terimakasih sangat membantu,Positif
Komang Putra,1,2024-12-30 01:31:41,"Kebanyakan nelpon ,sangat menggangu",Negatif
Elin Marlina,5,2024-12-30 01:07:34,Sangat keren kalian ga akan nyesel ikuti aplikasi ini membantu juga sangat mudah dan bersahabat,Positif
Uciha Madara,1,2024-12-30 00:44:40,"Mampus bentar lagi bangkrut loo,,, rasain banyak yang gagal bayar 🤣🤣🤣",Negatif
Bagus Penataran,4,2024-12-30 00:25:34,klo bisa bayar nya 1 blnan,Positif
Parizi Utet,5,2024-12-30 00:19:52,Ok,Positif
wahyuhidayat26,1,2024-12-30 00:12:36,Ga bisa cair lagi,Negatif
Kumar Muki,5,2024-12-29 23:38:14,Ok bgt,Positif
Andrizal,1,2024-12-29 23:30:33,Saya sudah membayar sebelum jatuh tempo. Terus saya mengajukan pinjaman lagi ngk bisa.,Negatif
Sandra Yanti,5,2024-12-29 23:27:00,sangat membantu sekali disaat mendesak,Positif
Indra Gunawan,2,2024-12-29 23:13:05,Aq pjm aja gk bisa,Negatif
nur Sofyan,5,2024-12-29 22:31:36,memberikan kemudahan dan pencairan cepat limit tiap waktu bertambah,Positif
Nur Indah Sari,4,2024-12-29 22:27:03,Buat yang butuh dana cepet rekomendasi pake apk easycash proses cepet👍,Positif
Pragos DTG,5,2024-12-29 21:34:18,Apk nya sangat membantu dalam proses pengembangan bisnis,Positif
MJ GAMING,5,2024-12-29 21:29:16,manntap cepat di acc,Positif
Endah Indayati,5,2024-12-29 21:12:53,sangat bisa diandalkan kan,Positif
Doeng Gaming,1,2024-12-29 20:32:45,Penipu pencuri data nasabah,Negatif
April Leo,5,2024-12-29 20:21:57,Mantapp,Positif
ahmad dina,1,2024-12-29 20:14:29,Awas klu sampe data pribadi sya d salah gunakan saya usut sampe kmna pun karna ini pertama saya melakukan isi data sya d pinjaman,Negatif
Ytta,1,2024-12-29 19:05:03,"uda lunasin bayar utang gk pernah telat ,masih aja terus gak di setujui setelah pengajuan je 2 kalinya apk rusak",Negatif
Sahril Gunawan,1,2024-12-29 17:43:59,Ko saya GK ada limit yh gimana nih pengguna baru soalnya,Negatif
Inuyasa Aja,1,2024-12-29 17:40:04,parah setelah lunas dan lama nggak mengajukan dan sekarang mau mengajukan malah nggak bisa,Negatif
Rio Febriansyah,1,2024-12-29 17:32:13,lama banget cair nya,Negatif
Kevin Zafran,4,2024-12-29 17:22:52,I like it,Positif
Turniasih Ningrum,4,2024-12-29 17:03:07,Sangat bagus,Positif
Angga Gopal,1,2024-12-29 16:48:00,"Aplikasi tolol, setelah di bayar lunas malah limit ilang semua!!! Goblog",Negatif
Kiki Poyes,4,2024-12-29 16:41:17,terbaik,Positif
diki 024,1,2024-12-29 16:40:30,gaje apk nya,Negatif
Aft Maulana,5,2024-12-29 16:26:43,mantap bang,Positif
Suhadi Nata,1,2024-12-29 16:16:38,"uang saya tidak di kembalikan saat saya salah transfer ke rekening esay cash,, mohon di kembalikan uang saya sebesar 500 ribu",Negatif
Kholis Ey,5,2024-12-29 15:30:22,respon cepat,Positif
Airora Kaurana,1,2024-12-29 15:10:50,"Katanya mudah , nyata nya apaan, masa limit 100 ribu, iklan ny cuma butuh no HP saja, tdk sesuai.",Negatif
Alesya Naura,5,2024-12-29 14:56:54,sangat membantu,Positif
Adella putri,3,2024-12-29 14:55:45,mohon penjelasan nya kenapa setiap saya meminjam selalu di tolak padahal saya tidak pernah bayar telat,Positif
Romlah Anakesueb,5,2024-12-29 14:40:04,Sangat mebantu ekonomi pas lagi butuh2 nya.. Saya suka aplikasi ini.. Limitnya banyak,Positif
MLutfi Saputra,5,2024-12-29 14:27:26,Terima kasih apk easycah.. apk yg bagus. Bunga kecil .. cara nagihnya sopan...,Positif
Fransiscus Palawa,1,2024-12-29 14:26:25,UDAH BANGKRUT APLIKASI INI,Negatif
Asep Zulfi,1,2024-12-29 14:19:05,"Saya kira setelah selesai yang periode 15 hari, di ubah ke periode 1 bulan, padahal sebelum nya limit sudah lumayan dan periode sudah tertulis per 1 bulan, ketika pengajuan limit nya langsung berkurang, dan periode pun kembali ke 15 hari, nyekik ini namanya",Negatif
DIBANO LFNA,1,2024-12-29 14:11:34,"Ga jelas penilaian nya.. Dah 2x pinjem, pembayaran lancar, minjem lg di tolak mulu..",Negatif
Azka amat Azka amat,5,2024-12-29 13:58:44,"bisa membantu kami,,klau langsung berhasil",Positif
Niko S Ginting,5,2024-12-29 13:47:54,ok,Positif
Imam mudaen,1,2024-12-29 13:34:27,Gagal trs,Negatif
Choirul Anam,5,2024-12-29 13:28:11,baik,Positif
fariansyah 1002,1,2024-12-29 13:15:47,Limitnya kok cuma 100 ya,Negatif
Lia Haryati,1,2024-12-29 12:58:01,"Bagus cuma di iklan aja, setelah menggunakan akan muncul berbagai kekecewaan yang tidak sesuai janji. Dari mulai limit sampai tenor nya.",Negatif
Ikky Jensud,5,2024-12-29 12:57:35,Sebelum menggunakan aplikasi ini sy belum ada pengalaman dan saat sy sudah pengalaman aplikasih ini bisa meminjam kan uang yg memiiki janggka waktu tertentu,Positif
Setia Rini Pamuji,5,2024-12-29 12:50:49,Bagus..tapi sayang mau mengajukan lagi di tolak padahal bayar tepat waktu,Positif
Hanif R Hanafiah,5,2024-12-29 12:38:45,Aman terpercaya,Positif
Korek api,5,2024-12-29 12:30:47,jod,Positif
iskandar naseh,5,2024-12-29 12:25:29,"layanan nggak bisa diprediksi, padahal ini sudah 4 kali lunas tapi masih juga di tolak.😅",Positif
Suryadi Krw97,5,2024-12-29 12:03:03,bagus,Positif
Yanto Yanto,5,2024-12-29 11:49:12,Sudah lunas tidak punya pinjaman di aplikasi Easycahs tolong hapus data saya 🙏,Positif
ArieF Krc,5,2024-12-29 11:36:02,sangat membantu dan bagus aplikasinya👍👍👍,Positif
Jawa Pemuda,5,2024-12-29 11:36:02,mantap,Positif
Anang Wijaya,5,2024-12-29 11:09:22,mantap,Positif
Kanisah Nur janah,5,2024-12-29 10:40:43,sangat puas,Positif
Junet 03,5,2024-12-29 10:15:24,Sangat mudah dan tidak ribet,Positif
muh sakri,1,2024-12-29 10:14:48,"Saya merasa di kecewakan sama aplikasi ini. Limit 1 juta saya langsung hilang pas saya mau transaksi ga hanya itu aplikasinya berubah drastis jadi aplikasi yang nyuruh undang teman dan ngerawat pohon, Kecewa.",Negatif
Yatiman 23,1,2024-12-29 10:10:28,terlalu banyak sepam tldon padahal blm waktunya bayar pun sudah si bayarkan,Negatif
Vin'z18,1,2024-12-29 10:08:25,"Baru pertama kali mau minjam uang di easycash, smua data udah di isi. Eh ujung2nya pengajuan ditolak, limit gk tersedia. Buat cs, tolong yah data2 saya di hapus. Apabila ada penyalahgunaan, saya tdk akan betanggung jawab.",Negatif
Okem Ank ema,1,2024-12-29 09:51:57,Sekalin2 kali bisa pinjem pelayanan pun bagus padahal ga pernah telat Pas ngelunasin masa ga bisa gimana dah jalan cerita nya ...kl bisa pinjem lagi aku kasih bintang 5 tapi kl ga bisa aku kasih bintang 1,Negatif
Iman Sukmana,5,2024-12-29 09:32:40,mantap,Positif
Dimen Sinamo,2,2024-12-29 09:18:40,Oh... ternyata pinjaman bayarnya perbulan 2x yah. Kirain per 30 hari. Kami yg gajian perbulan kasian juga ya minjam disini. Hampir saja kepencet Krn tergiur limit tertera🤣🤣. Terima ksh,Negatif
fajar bw,5,2024-12-29 09:17:12,Mantap kak,Positif
iicael peter,1,2024-12-29 09:09:17,"di tolak utk pengajuan nya , mencret lah jng anda salah gunakan data pribadi orang",Negatif
Luffi Maulana,1,2024-12-29 08:49:14,Limit tidak tersedia 📉,Negatif
Heilman Anton,5,2024-12-29 08:46:11,bagus tanggap,Positif
Verry Snr,5,2024-12-29 08:33:44,naik trus limit nya,Positif
Manual Art,4,2024-12-29 08:31:54,proses cepat dan mudah,Positif
Muhamad Azkaabdulrahman,5,2024-12-29 08:21:53,bagus sich cma kurang bnyak limit pinjaman nya,Positif
Muhammad Nur Rokhim,1,2024-12-29 08:15:36,Pinjaman sama tenor sama bulan kemarin tapi angsuran nyq beda,Negatif
Eni Anggraini,5,2024-12-29 08:14:30,sangat baik pengajuan mudah terimakasih easy sangat membantu bagi saya yang membutuhkan,Positif
Winda Widiastuti,2,2024-12-29 08:11:16,Nyesel saya kasih bintang 5 karna awalnya membantu kasih limit pertama 200 trus 100 trus 400 ps di lunasin semua sebelum jatuh tempo dapat 500 malah gak lolos dan harus pake sertifikat rumah segala di kira pinjeman puluhan juta udah kasih no stnk malah tidak lolos. Tolong hapus data saya🙏🏻,Negatif
Tedi Supriadi,1,2024-12-29 07:52:40,Bangkrutkan pinjol.....!!!!,Negatif
Radit Gumilang,5,2024-12-29 07:48:25,Bagus sekali,Positif
Danzz slebew1,5,2024-12-29 07:28:56,apk nya bagus,Positif
Susilo Seno,5,2024-12-29 07:26:53,sangat suka sekali,Positif
Yudi R0snandar,5,2024-12-29 07:21:50,mantaps,Positif
Thamrin Tabe,5,2024-12-29 07:14:51,"terima kasih , sudh membantu secara efektif dan efisien",Positif
Alif Pratama,4,2024-12-29 07:13:40,Semoga menjadi pinjaman yang amanah bisa bantu orang yang membutuhkan,Positif
Makhluk Bumi YTv,1,2024-12-29 07:12:52,"Minjam pertama 200ribu, bayar ga telat, malahan bayar jauh sebelum tanggal jatuh tempo. Pas lunas mau minjam lagi langsung di tolak seketika tanpa nunggu verifikasi. Gila gila, aplikasi sampah. Hapus data gua, pasti di salahgunakan nanti sama aplikasi yang maunya cari untung ini.",Negatif
rengga indra kilana,1,2024-12-29 07:10:26,tidak jadi meminjam tolong hapus data saya,Negatif
Risa Wulandary,1,2024-12-29 06:31:30,Aplikasi pembohong,Negatif
Mila Siswati,5,2024-12-29 06:23:09,semoga sukses selalu buat easycash,Positif
RIFQIMAKS X IPS 3,5,2024-12-29 06:19:50,mantap,Positif
Muhamad Marchell Dwiky Putra,5,2024-12-29 05:57:41,Bagus,Positif
Zikri Black,5,2024-12-29 05:57:26,sangat membantu dalam proses pinjaman,Positif
Yasihul Ahmadi,5,2024-12-29 05:51:51,sangat membantu,Positif
Nurulindah Pratiwi,5,2024-12-29 05:44:48,sangat membantu tapi besar bunga nya,Positif
Wahyu,1,2024-12-29 05:31:57,Kurang bagus,Negatif
Darnot Holik,5,2024-12-29 05:29:52,bismillah,Positif
Ade Ps,5,2024-12-29 05:04:46,"Ok,jelas",Positif
Bang Gober,1,2024-12-29 04:51:36,Sangat kecawa bgt kmrn bisa stlah lunas gk bisa lagi,Negatif
Agus Supriadi,4,2024-12-29 04:48:33,"Bagus ,tapi kalau di bayar sebelum jatuh tempo tidak dapat pinjam lagi,padahal mestinya bayar dalam waktu 3 kali cicilin ,di nayar lagsung 1 kali bayar",Positif
Ari James,5,2024-12-29 04:41:37,luar biasa,Positif
Istiana Afrotun,5,2024-12-29 04:35:30,"Bagus,tp setelah pembayaran jatuh tempo knp limit nya hilang",Positif
rino uye,1,2024-12-29 04:15:47,Susah susah daftar ujungnya GX lolos..sayang sayang data privasi doank..aplny kunsus buat sushu pemula no goll..kalo smpe ada data bocor..maaf kalo GX sopan,Negatif
chufy Zidan,5,2024-12-29 04:15:18,smoga lancar,Positif
Meilina Situmorang,1,2024-12-29 04:14:41,"Aplikasi sampah, gak ada hujan, gak ada angin.. tiba-tiba limit turun.. percuma bayar tepat waktu..",Negatif
Tarwin Tea,5,2024-12-29 04:01:43,"Sangat bagus dan sangat membantu,terima kasih",Positif
Agan Sadega,2,2024-12-29 04:00:39,Pinjaman baik,Negatif
Zunibarlo 304,5,2024-12-29 03:37:48,dari limit 300 sampai sekarang limit aku sudah di atas 4 juta terima kasih easy case sudah sangat membantu putaran perekonomian ku semoga sukses selalu,Positif
Sumarna Emul,5,2024-12-29 03:17:19,ramah sekali,Positif
Dimas Prasetio,1,2024-12-29 03:15:12,"Hapus data"" Saya",Negatif
Muhammad Iskandar,5,2024-12-29 03:07:41,sagat baik,Positif
Fery Combet,4,2024-12-29 03:04:57,limit naikin,Positif
Aldi Wirandana,5,2024-12-29 03:01:09,Terimakasih telah membantu saya,Positif
Muhammad Hamzah,5,2024-12-29 02:50:27,"Pinjaman yang oke banget,rate yang bagus dan prosesnya cepat .",Positif
Ginan Zar,5,2024-12-29 02:46:24,👍,Positif
Endi Asep,5,2024-12-29 02:29:18,Keren dah ketahuan mantap,Positif
Nisa 2020,2,2024-12-29 02:29:06,"kepada bapak/ibu yg mengelola aplikasi pinjaman ini tolong data2 saya jangan di salah gunakan karna pinjaman yg saya ajukan ditolak, tolong hapus data2 saya tanpa menggunakan untuk kepentingan pribadi ato yg lain nya.",Negatif
Sekar Ayu Asmarani Asmarani,2,2024-12-29 02:15:38,"Kenapa saya kasih bintang 2,,krna saya pengajuan 500rbu, tgl jatuh tempo tgl 29 dan saya sudah bayar pas tgl 14, seharusnya kan tgl 29 sudah tdak ditagih knpa masih ditagih??? Dan terpksa saya bayar lagi tagihan pertama saya yg seharusnya sudah dapat bayar tagihan 2x knpa dihitung baru 1x pembayaran... Saya kecewa dengan aplikasi ini.. Maaf sebelumnya kalo saya trpaksa memberi bintang 2., saya sudah berbaik hati bayar 2x di tgl 29 hlo lain kali saya akan hapus aplikasi ini.. Trimakasih",Negatif
Saiful Bahri,5,2024-12-29 02:05:14,respont cepat dan sangat baik untuk keperluan usaha,Positif
Muhammad ryan Khadafi,1,2024-12-29 01:37:10,Pelit,Negatif
Arief S.,1,2024-12-29 01:33:59,"ini kenapa saldo sy ditahan 250rb, gak masuk2 saldo dan tidak bisa ditarik",Negatif
rani,1,2024-12-29 01:27:32,jangan percaya pinjol ygy,Negatif
Irli Ani,5,2024-12-29 01:26:27,Mantaf,Positif
Suyanto,5,2024-12-29 01:22:19,Kemudahan mendappatkan modal pinjaman...memang saya belum mencoba siiihh,Positif
Iman Nabil,5,2024-12-29 01:22:05,Saya sudah berkali2 pinjam dan lunas sebelum jatuh tempo. Kenapa pengajuan kembali gak acc bosku???,Positif
Riski Andrea Sembiring,2,2024-12-29 01:21:09,"Kecewa sih. Masa iya udh bayar tepat waktu limit malah makin turun, seharusnya dengan lancarnya pembayaran limit semakin naik, bukan malah turun.",Negatif
Ratih Ratih,4,2024-12-29 01:11:56,Jelek aplikasi Masa udah lunas tepat waktu gak bisa ngajuin lagi pengajuan di tolak,Positif
Widyo Asmoro,5,2024-12-29 01:06:57,sangat membantu saat darurat keuangan,Positif
warkuco selomo,1,2024-12-29 01:04:44,dpt sms katanya setelah di tinjau ulang bla bla ga tau nya ga di acc juga,Negatif
LengkeR ?,1,2024-12-29 00:56:37,Bunganya gede bet anjay 😂 Gak lagi² dah,Negatif
Jeepy Moralles,5,2024-12-29 00:30:01,mantap sangat membantu 👍,Positif
Deicelatif Lombogia,1,2024-12-29 00:12:14,"Sudah 2 kali pencairan,.. Tapi pinjamn ke 3 di tolak",Negatif
Adzkiya,4,2024-12-28 23:40:44,sangat membantu,Positif
Trisno Sutris,5,2024-12-28 23:08:28,sangat membantu...maaf sempat lupa telat sehari,Positif
maman septadana,5,2024-12-28 23:04:33,ok,Positif
Max Kofi,5,2024-12-28 22:27:26,@👍,Positif
Nirmala Dewi,5,2024-12-28 22:16:50,"Banyak yang bilang aplikasi easycash ini bagus banget, tapi kenapa saya gak 🙂‍↕️ baru masukkan data udah ditolak aja... Semoga ada solusi dari pihak Easycash 🙏🏼",Positif
